ObjectID,ProjectID,AssetID,AreaID,Region,DataFormat,Orgnztion,URL,Notes,Contact,Email,FundType,FunderName,FundEnd,FundSec,ProjFocus,PhysFocus,BioFocus,InstiType,AssetType,StudyType,TidalExp,EcoType,Latitude,Longitude,Depth_m_,ProfileMin,ProfileMax,MeasType,MeasFreq,Meas/Yr,MeasPeriod,ProgDur,YearSamp,StartYr,EndYr,Ongoing,DataFreq,DiscSWpCO2,ATMpCO2,DiscSWpH,DiscTA,DiscDIC,SatState,DiscDO,isSWpCO2,isSWpH,isDIC,isDO,CalcPmtrs,Methods,Instrument,Temp,Salinity,Pressure,Turbidity,DOC,OtherPhys,Nutrients,Chlrophyl,Nitrate,Ammonium,Phosphate,Silicate,Iron,BioSamples,BioAbund,BioAdapt,BioBiomass,BioCalc,BioComm,BioDistr,BioDiv,BioEvol,BioFoodweb,BioGrRate,BioPhtosyn,BioRecr,BioSurv,BioMovmnt,BioBehvor,OtherBio,OAHFocus,DisCrbPmtr,ISCrbPmtr
CA999,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1204,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1746,-117.437,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1000,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1205,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1796,-117.428,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1001,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1203,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1852,-117.42,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1002,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1202,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1906,-117.411,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1003,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1201,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.1962,-117.402,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1004,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1304,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.2038,-117.461,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1005,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1305,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.209,-117.451,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1006,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1303,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.2145,-117.443,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1007,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1302,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.2199,-117.435,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1008,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,1301,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.2253,-117.426,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1009,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,WQ-9,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.57222,-117.99056,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1010,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,WQ-1,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.57722,-118.01472,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1011,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,BRUCE,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.5839,-118.0349,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1012,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,C2,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.60208,-117.93357,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
CA1013,Southern California Bight Regional Monitoring Program 2013: Synoptic Survey of Acidification in the Bight,MACK,,California,point,Southern California Coastal Water Research Project,Now: available upon request; future: Bight database,We hope to continue the Bight Acidification sampling into the future as funding allows; http://ftp.sccwrp.org/pub/download/DOCUMENTS/BightPlanningDocuments/Bight13/Bight13_Nutrients_Workplan.pdf,Karen McLaughlin; Ken Schiff,karenm@sccwrp.org; kens@sccwrp.org,,,,,Physical/Biogeochemical & Biological,,,Academic,Cruise Station,Cruise,No,,33.6055,-118.0191,,Full Water Column,Full Water Column,spot,Quarterly,4,Quarterly,2,2014 - 2016,2014,2016,No,quarterly,No,No,No,No,No,No,No,No,Yes,No,Yes,,pH: m-cresol purple spectrophotometric technique (Carter et al. 2013); TA: open-cell potentiometric titration (Dickson et al. 2003),"CTD vertical profiles will be conducted using SeaBird CTDs equipped with auxiliary sensors to measure dissolved oxygen, pH, beam transmission (turbidity), chlorophyll fluorescence, and CDOM fluorescence",Yes,Yes,Yes,Yes,No,,Yes,Yes,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,OAH,0,1
